Date,Price,Freq,Invoice,DayofWeek,Weekofyear,Quarter
2014-03-19,20445.0,13,265785.0,2,12,1
2014-03-20,21071.111111100003,15,316066.66666650004,3,12,1
2014-03-21,21565.203333333335,25,539130.0833333334,4,12,1
2014-03-22,21506.647142854545,29,623692.7671427818,5,12,1
2014-03-23,21744.134920633333,13,282673.7539682333,6,12,1
2014-03-24,21107.50285714,19,401042.55428566,0,13,1
2014-03-25,22112.22222222,19,420132.22222218,1,13,1
2014-03-26,21550.833333325,24,517219.9999998,2,13,1
2014-03-27,21467.5,19,407882.5,3,13,1
2014-03-28,21990.0,19,417810.0,4,13,1
2014-03-29,21467.5,19,407882.5,5,13,1
2014-03-30,21990.0,17,373830.0,6,13,1
2014-03-31,21959.8,13,285477.39999999997,0,14,1
2014-04-01,21445.0,11,235895.0,1,14,2
2014-04-02,21793.333333333332,14,305106.6666666666,2,14,2
2014-04-03,21878.888888899997,8,175031.11111119998,3,14,2
2014-04-04,22990.0,12,275880.0,4,14,2
2014-04-05,21990.0,13,285870.0,5,14,2
2014-04-06,22990.0,6,137940.0,6,14,2
2014-04-07,21445.0,12,257340.0,0,15,2
2014-04-08,22990.0,11,252890.0,1,15,2
2014-04-09,21445.0,11,235895.0,2,15,2
2014-04-10,22990.0,9,206910.0,3,15,2
2014-04-11,22990.0,12,275880.0,4,15,2
2014-04-12,23323.233333333334,14,326525.26666666666,5,15,2
2014-04-13,23490.0,8,187920.0,6,15,2
2014-04-14,22990.0,6,137940.0,0,16,2
2014-04-15,22990.0,7,160930.0,1,16,2
2014-04-16,21445.0,6,128670.0,2,16,2
2014-04-17,22990.0,10,229900.0,3,16,2
2014-04-18,23240.0,9,209160.0,4,16,2
2014-04-19,22990.0,9,206910.0,5,16,2
2014-04-20,22990.0,6,137940.0,6,16,2
2014-04-21,23490.0,5,117450.0,0,17,2
2014-04-22,22990.0,4,91960.0,1,17,2
2014-04-23,22990.0,12,275880.0,2,17,2
2014-04-24,23490.0,10,234900.0,3,17,2
2014-04-25,22990.0,10,229900.0,4,17,2
2014-04-26,22990.0,18,413820.0,5,17,2
2014-04-27,22990.0,10,229900.0,6,17,2
2014-04-28,21445.0,15,321675.0,0,18,2
2014-04-29,22990.0,11,252890.0,1,18,2
2014-04-30,22990.0,13,298870.0,2,18,2
2014-05-01,22990.0,10,229900.0,3,18,2
2014-05-02,22990.0,7,160930.0,4,18,2
2014-05-03,22990.0,13,298870.0,5,18,2
2014-05-04,22990.0,6,137940.0,6,18,2
2014-05-05,22990.0,5,114950.0,0,19,2
2014-05-06,22990.0,16,367840.0,1,19,2
2014-05-07,22990.0,12,275880.0,2,19,2
2014-05-08,22990.0,10,229900.0,3,19,2
2014-05-09,22990.0,7,160930.0,4,19,2
2014-05-10,22990.0,8,183920.0,5,19,2
2014-05-11,22990.0,8,183920.0,6,19,2
2014-05-12,22990.0,6,137940.0,0,20,2
2014-05-13,22990.0,9,206910.0,1,20,2
2014-05-14,22990.0,5,114950.0,2,20,2
2014-05-15,22990.0,7,160930.0,3,20,2
2014-05-16,22990.0,11,252890.0,4,20,2
2014-05-17,22990.0,13,298870.0,5,20,2
2014-05-18,22989.925,16,367838.8,6,20,2
2014-05-19,22990.0,8,183920.0,0,21,2
2014-05-20,22990.0,7,160930.0,1,21,2
2014-05-21,22990.0,8,183920.0,2,21,2
2014-05-22,22990.0,3,68970.0,3,21,2
2014-05-23,22990.0,6,137940.0,4,21,2
2014-05-24,22990.0,12,275880.0,5,21,2
2014-05-25,22990.0,7,160930.0,6,21,2
2014-05-26,22443.5,8,179548.0,0,22,2
2014-05-27,22990.0,12,275880.0,1,22,2
2014-05-28,22443.5,12,269322.0,2,22,2
2014-05-29,22990.0,7,160930.0,3,22,2
2014-05-30,22443.5,6,134661.0,4,22,2
2014-05-31,22990.0,15,344850.0,5,22,2
2014-06-01,21840.5,6,131043.0,6,22,2
2014-06-02,22990.0,5,114950.0,0,23,2
2014-06-03,22990.0,3,68970.0,1,23,2
2014-06-04,22990.0,7,160930.0,2,23,2
2014-06-05,22990.0,10,229900.0,3,23,2
2014-06-06,22990.0,8,183920.0,4,23,2
2014-06-07,22990.0,15,344850.0,5,23,2
2014-06-08,22990.0,6,137940.0,6,23,2
2014-06-09,22990.0,6,137940.0,0,24,2
2014-06-10,22990.0,11,252890.0,1,24,2
2014-06-11,22990.0,14,321860.0,2,24,2
2014-06-12,22990.0,15,344850.0,3,24,2
2014-06-13,22990.0,10,229900.0,4,24,2
2014-06-14,22990.0,9,206910.0,5,24,2
2014-06-15,22990.0,10,229900.0,6,24,2
2014-06-16,22990.0,8,183920.0,0,25,2
2014-06-17,22990.0,14,321860.0,1,25,2
2014-06-18,22443.5,15,336652.5,2,25,2
2014-06-19,22443.5,13,291765.5,3,25,2
2014-06-20,22990.0,16,367840.0,4,25,2
2014-06-21,22990.0,19,436810.0,5,25,2
2014-06-22,22443.5,10,224435.0,6,25,2
2014-06-23,22990.0,12,275880.0,0,26,2
2014-06-24,22990.0,11,252890.0,1,26,2
2014-06-25,22990.0,9,206910.0,2,26,2
2014-06-26,22990.0,12,275880.0,3,26,2
2014-06-27,22990.0,18,413820.0,4,26,2
2014-06-28,22990.0,13,298870.0,5,26,2
2014-06-29,22990.0,5,114950.0,6,26,2
2014-06-30,22990.0,9,206910.0,0,27,2
2014-07-01,22990.0,4,91960.0,1,27,3
2014-07-02,22990.0,8,183920.0,2,27,3
2014-07-03,22990.0,5,114950.0,3,27,3
2014-07-04,22443.5,13,291765.5,4,27,3
2014-07-05,22990.0,11,252890.0,5,27,3
2014-07-06,22990.0,10,229900.0,6,27,3
2014-07-07,22990.0,10,229900.0,0,28,3
2014-07-08,22990.0,7,160930.0,1,28,3
2014-07-09,22990.0,14,321860.0,2,28,3
2014-07-10,22990.0,14,321860.0,3,28,3
2014-07-11,22990.0,16,367840.0,4,28,3
2014-07-12,22443.5,15,336652.5,5,28,3
2014-07-13,22990.0,8,183920.0,6,28,3
2014-07-14,22990.0,13,298870.0,0,29,3
2014-07-15,22990.0,10,229900.0,1,29,3
2014-07-16,22990.0,9,206910.0,2,29,3
2014-07-17,22990.0,7,160930.0,3,29,3
2014-07-18,22990.0,9,206910.0,4,29,3
2014-07-19,22990.0,11,252890.0,5,29,3
2014-07-20,22990.0,6,137940.0,6,29,3
2014-07-21,22443.5,12,269322.0,0,30,3
2014-07-22,22990.0,8,183920.0,1,30,3
2014-07-23,22989.85,10,229898.5,2,30,3
2014-07-24,22990.0,6,137940.0,3,30,3
2014-07-25,20191.0,10,201910.0,4,30,3
2014-07-26,19424.5,14,271943.0,5,30,3
2014-07-27,21044.0,15,315660.0,6,30,3
2014-07-28,20191.0,11,222101.0,0,31,3
2014-07-29,19270.0,16,308320.0,1,31,3
2014-07-30,20340.5,21,427150.5,2,31,3
2014-07-31,20290.666666666668,15,304360.0,3,31,3
2014-08-01,20340.5,13,264426.5,4,31,3
2014-08-02,20340.5,25,508512.5,5,31,3
2014-08-03,20340.5,17,345788.5,6,31,3
2014-08-04,20557.0,20,411140.0,0,32,3
2014-08-05,20343.333333333332,19,386523.3333333333,1,32,3
2014-08-06,20833.333333333332,17,354166.6666666666,2,32,3
2014-08-07,20340.5,17,345788.5,3,32,3
2014-08-08,20343.333333333332,22,447553.3333333333,4,32,3
2014-08-09,19935.0,26,518310.0,5,32,3
2014-08-10,20340.5,17,345788.5,6,32,3
2014-08-11,20340.5,8,162724.0,0,33,3
2014-08-12,19157.5,16,306520.0,1,33,3
2014-08-13,20557.0,20,411140.0,2,33,3
2014-08-14,20340.5,20,406810.0,3,33,3
2014-08-15,20557.0,26,534482.0,4,33,3
2014-08-16,20340.5,20,406810.0,5,33,3
2014-08-17,20340.5,25,508512.5,6,33,3
2014-08-18,20767.8,28,581498.4,0,34,3
2014-08-19,20343.333333333332,28,569613.3333333333,1,34,3
2014-08-20,20557.0,17,349469.0,2,34,3
2014-08-21,20557.0,16,328912.0,3,34,3
2014-08-22,20340.5,18,366129.0,4,34,3
2014-08-23,19623.916666666668,18,353230.5,5,34,3
2014-08-24,20340.5,18,366129.0,6,34,3
2014-08-25,19703.0,22,433466.0,0,35,3
2014-08-26,19270.0,14,269780.0,1,35,3
2014-08-27,20557.0,17,349469.0,2,35,3
2014-08-28,20340.5,14,284767.0,3,35,3
2014-08-29,18890.75,19,358924.25,4,35,3
2014-08-30,21740.0,14,304360.0,5,35,3
2014-08-31,21740.0,16,347840.0,6,35,3
2014-09-01,20990.0,7,146930.0,0,36,3
2014-09-02,21740.0,8,173920.0,1,36,3
2014-09-03,21740.0,6,130440.0,2,36,3
2014-09-04,21276.333333333332,11,234039.66666666666,3,36,3
2014-09-05,21276.333333333332,7,148934.3333333333,4,36,3
2014-09-06,21240.0,19,403560.0,5,36,3
2014-09-07,19990.0,14,279860.0,6,36,3
2014-09-08,19490.0,14,272860.0,0,37,3
2014-09-09,21340.0,13,277420.0,1,37,3
2014-09-10,21340.0,16,341440.0,2,37,3
2014-09-11,20823.333333333332,21,437290.0,3,37,3
2014-09-12,21840.0,11,240240.0,4,37,3
2014-09-13,22056.666666666668,22,485246.6666666667,5,37,3
2014-09-14,21840.0,13,283920.0,6,37,3
2014-09-15,22056.666666666668,10,220566.6666666667,0,38,3
2014-09-16,22056.666666666668,17,374963.3333333334,1,38,3
2014-09-17,21528.0,13,279864.0,2,38,3
2014-09-18,22056.666666666668,8,176453.33333333334,3,38,3
2014-09-19,21360.25,14,299043.5,4,38,3
2014-09-20,21833.0,15,327495.0,5,38,3
2014-09-21,21207.333333333332,17,360524.6666666666,6,38,3
2014-09-22,21207.333333333332,12,254488.0,0,39,3
2014-09-23,22056.666666666668,6,132340.0,1,39,3
2014-09-24,22056.666666666668,10,220566.6666666667,2,39,3
2014-09-25,20557.0,28,575596.0,3,39,3
2014-09-26,20340.5,19,386469.5,4,39,3
2014-09-27,20240.5,28,566734.0,5,39,3
2014-09-28,20072.725,19,381381.77499999997,6,39,3
2014-09-29,19115.75,19,363199.25,0,40,3
2014-09-30,20115.416666675,22,442539.16666685,1,40,3
2014-10-01,20490.333333333332,19,389316.3333333333,2,40,4
2014-10-02,19624.0,16,313984.0,3,40,4
2014-10-03,19881.264000000003,26,516912.86400000006,4,40,4
2014-10-04,19690.666666666668,22,433194.6666666667,5,40,4
2014-10-05,19757.333333333332,22,434661.3333333333,6,40,4
2014-10-06,21740.0,10,217400.0,0,41,4
2014-10-07,21740.0,9,195660.0,1,41,4
2014-10-08,22056.666666666668,13,286736.6666666667,2,41,4
2014-10-09,22056.666666666668,12,264680.0,3,41,4
2014-10-10,21586.4,22,474900.80000000005,4,41,4
2014-10-11,22056.666666666668,18,397020.0,5,41,4
2014-10-12,22056.666666666668,14,308793.3333333334,6,41,4
2014-10-13,22056.666666666668,7,154396.6666666667,0,42,4
2014-10-14,21265.25,11,233917.75,1,42,4
2014-10-15,22056.666666666668,13,286736.6666666667,2,42,4
2014-10-16,22056.666666666668,11,242623.33333333334,3,42,4
2014-10-17,21823.333333333332,6,130940.0,4,42,4
2014-10-18,21102.925,16,337646.8,5,42,4
2014-10-19,21740.0,16,347840.0,6,42,4
2014-10-20,21823.333333333332,8,174586.66666666666,0,43,4
2014-10-21,22490.0,2,44980.0,1,43,4
2014-10-22,21740.0,6,130440.0,2,43,4
2014-10-23,21740.0,6,130440.0,3,43,4
2014-10-24,21740.0,9,195660.0,4,43,4
2014-10-25,21823.333333333332,15,327350.0,5,43,4
2014-10-26,21740.0,9,195660.0,6,43,4
2014-10-27,21740.0,2,43480.0,0,44,4
2014-10-28,20990.0,6,125940.0,1,44,4
2014-10-29,20990.0,11,230890.0,2,44,4
2014-10-30,20990.0,11,230890.0,3,44,4
2014-10-31,21836.333333333332,13,283872.3333333333,4,44,4
2014-11-01,21740.0,17,369580.0,5,44,4
2014-11-02,21740.0,16,347840.0,6,44,4
2014-11-03,21740.0,15,326100.0,0,45,4
2014-11-04,20884.743333333332,13,271501.66333333333,1,45,4
2014-11-05,19490.5,11,214395.5,2,45,4
2014-11-06,20161.3075,18,362903.535,3,45,4
2014-11-07,19490.5,19,370319.5,4,45,4
2014-11-08,20490.333333333332,28,573729.3333333333,5,45,4
2014-11-09,19490.5,19,370319.5,6,45,4
2014-11-10,20490.333333333332,15,307355.0,0,46,4
2014-11-11,17991.0,13,233883.0,1,46,4
2014-11-12,20490.333333333332,8,163922.66666666666,2,46,4
2014-11-13,20455.0,27,552285.0,3,46,4
2014-11-14,20490.333333333332,23,471277.6666666666,4,46,4
2014-11-15,20498.1,38,778927.7999999999,5,46,4
2014-11-16,19490.5,29,565224.5,6,46,4
2014-11-17,20180.7,21,423794.7,0,47,4
2014-11-18,21990.0,16,351840.0,1,47,4
2014-11-19,21990.0,25,549750.0,2,47,4
2014-11-20,22156.666666666668,27,598230.0,3,47,4
2014-11-21,22156.666666666668,28,620386.6666666667,4,47,4
2014-11-22,21990.0,32,703680.0,5,47,4
2014-11-23,22364.85,27,603850.95,6,47,4
2014-11-24,22156.666666666668,16,354506.6666666667,0,48,4
2014-11-25,21603.0,18,388854.0,1,48,4
2014-11-26,22156.666666666668,22,487446.6666666667,2,48,4
2014-11-27,22156.666666666668,21,465290.0,3,48,4
2014-11-28,22138.833333333332,25,553470.8333333333,4,48,4
2014-11-29,21990.0,31,681690.0,5,48,4
2014-11-30,22041.666666666668,26,573083.3333333334,6,48,4
2014-12-01,22156.666666666668,17,376663.3333333334,0,49,4
2014-12-02,22121.385000000002,12,265456.62,1,49,4
2014-12-03,21707.082000000002,28,607798.2960000001,2,49,4
2014-12-04,21990.0,22,483780.0,3,49,4
2014-12-05,22108.0,26,574808.0,4,49,4
2014-12-06,21964.034,43,944453.4619999999,5,49,4
2014-12-07,21990.0,30,659700.0,6,49,4
2014-12-08,22156.666666666668,22,487446.6666666667,0,50,4
2014-12-09,21990.0,22,483780.0,1,50,4
2014-12-10,22041.666666666668,24,529000.0,2,50,4
2014-12-11,21603.0,23,496869.0,3,50,4
2014-12-12,21990.0,23,505770.0,4,50,4
2014-12-13,22156.666666666668,43,952736.6666666667,5,50,4
2014-12-14,21603.0,40,864120.0,6,50,4
2014-12-15,20178.5,24,484284.0,0,51,4
2014-12-16,22041.666666666668,46,1013916.6666666667,1,51,4
2014-12-17,22928.451190478572,38,871281.1452381858,2,51,4
2014-12-18,23121.432727275,40,924857.3090910001,3,51,4
2014-12-19,25478.337924699998,40,1019133.5169879999,4,51,4
2014-12-20,24285.963809525,39,947152.588571475,5,51,4
2014-12-21,23759.57,29,689027.53,6,51,4
2014-12-22,26156.666666666668,14,366193.3333333334,0,52,4
2014-12-23,24556.66666666,22,540246.66666652,1,52,4
2014-12-24,24708.333333333332,16,395333.3333333333,2,52,4
2014-12-25,26990.0,10,269900.0,3,52,4
2014-12-26,25990.0,22,571780.0,4,52,4
2014-12-27,26226.2375,39,1022823.2625,5,52,4
2014-12-28,25612.083333325,27,691526.2499997751,6,52,4
2014-12-29,24727.5,30,741825.0,0,1,4
2014-12-30,25306.666666666668,38,961653.3333333334,1,1,4
2014-12-31,26580.0,37,983460.0,2,1,4
2015-01-01,26990.0,8,215920.0,3,1,1
2015-01-02,25990.0,33,857670.0,4,1,1
2015-01-03,23426.355,28,655937.94,5,1,1
2015-01-04,25003.818,19,475072.542,6,1,1
2015-01-05,26656.666666666668,11,293223.3333333334,0,2,1
2015-01-06,26656.666666666668,20,533133.3333333334,1,2,1
2015-01-07,26490.0,8,211920.0,2,2,1
2015-01-08,26490.0,10,264900.0,3,2,1
2015-01-09,25830.4675,14,361626.545,4,2,1
2015-01-10,26656.666666666668,9,239910.0,5,2,1
2015-01-11,26490.0,13,344370.0,6,2,1
2015-01-12,26656.666666666668,8,213253.33333333334,0,3,1
2015-01-13,26490.0,9,238410.0,1,3,1
2015-01-14,26490.0,15,397350.0,2,3,1
2015-01-15,26490.0,9,238410.0,3,3,1
2015-01-16,26656.666666666668,14,373193.3333333334,4,3,1
2015-01-17,25990.0,14,363860.0,5,3,1
2015-01-18,24990.0,9,224910.0,6,3,1
2015-01-19,24990.0,6,149940.0,0,4,1
2015-01-20,26940.0,8,215520.0,1,4,1
2015-01-21,27240.0,10,272400.0,2,4,1
2015-01-22,27240.0,6,163440.0,3,4,1
2015-01-23,27240.0,6,163440.0,4,4,1
2015-01-24,26240.0,7,183680.0,5,4,1
2015-01-25,28740.0,5,143700.0,6,4,1
2015-01-26,27490.0,4,109960.0,0,5,1
2015-01-27,28156.666666666668,8,225253.33333333334,1,5,1
2015-01-28,28740.0,6,172440.0,2,5,1
2015-01-29,28740.0,6,172440.0,3,5,1
2015-01-30,28740.0,6,172440.0,4,5,1
2015-01-31,28740.0,7,201180.0,5,5,1
2015-02-01,26240.0,7,183680.0,6,5,1
2015-02-02,28740.0,2,57480.0,0,6,1
2015-02-03,28740.0,2,57480.0,1,6,1
2015-02-04,26541.666666666668,4,106166.66666666667,2,6,1
2015-02-05,26240.0,4,104960.0,3,6,1
2015-02-06,27240.0,5,136200.0,4,6,1
2015-02-07,25465.0,5,127325.0,5,6,1
2015-02-08,26973.333333333332,6,161840.0,6,6,1
2015-02-09,28490.0,7,199430.0,0,7,1
2015-02-10,28490.0,5,142450.0,1,7,1
2015-02-11,26990.0,4,107960.0,2,7,1
2015-02-12,26973.333333333332,4,107893.33333333333,3,7,1
2015-02-13,26740.0,7,187180.0,4,7,1
2015-02-14,28240.0,10,282400.0,5,7,1
2015-02-15,28240.0,7,197680.0,6,7,1
2015-02-16,26490.5,4,105962.0,0,8,1
2015-02-17,24141.0,4,96564.0,1,8,1
2015-02-18,23991.0,4,95964.0,2,8,1
2015-02-19,23991.0,6,143946.0,3,8,1
2015-02-20,26490.5,8,211924.0,4,8,1
2015-02-21,25490.75,11,280398.25,5,8,1
2015-02-22,23616.0,13,307008.0,6,8,1
2015-02-23,24020.166666662502,12,288241.99999995006,0,9,1
2015-02-24,24171.22333333333,8,193369.78666666665,1,9,1
2015-02-25,24866.0,7,174062.0,2,9,1
2015-02-26,25190.8,9,226717.19999999998,3,9,1
2015-02-27,24741.0,9,222669.0,4,9,1
2015-02-28,24866.0,10,248660.0,5,9,1
2015-03-01,23607.666666666668,13,306899.6666666667,6,9,1
2015-03-02,24157.666666666668,3,72473.0,0,10,1
2015-03-03,24657.666666666668,4,98630.66666666667,1,10,1
2015-03-04,24507.666666666668,3,73523.0,2,10,1
2015-03-05,24603.5,4,98414.0,3,10,1
2015-03-06,24691.0,7,172837.0,4,10,1
2015-03-07,24645.45857142857,10,246454.58571428573,5,10,1
2015-03-08,24682.666666666668,8,197461.33333333334,6,10,1
2015-03-09,27490.0,5,137450.0,0,11,1
2015-03-10,26226.333333333332,4,104905.33333333333,1,11,1
2015-03-11,27159.333333333332,4,108637.33333333333,2,11,1
2015-03-12,27490.0,4,109960.0,3,11,1
2015-03-13,26990.0,2,53980.0,4,11,1
2015-03-14,27632.454000000005,12,331589.4480000001,5,11,1
2015-03-15,26990.0,5,134950.0,6,11,1
2015-03-16,28490.0,3,85470.0,0,12,1
2015-03-17,26990.0,2,53980.0,1,12,1
2015-03-18,28490.0,3,85470.0,2,12,1
2015-03-19,28490.0,7,199430.0,3,12,1
2015-03-20,28240.0,3,84720.0,4,12,1
2015-03-21,28240.0,6,169440.0,5,12,1
2015-03-22,24994.0,5,124970.0,6,12,1
2015-03-23,26490.0,3,79470.0,0,13,1
2015-03-24,26490.0,5,132450.0,1,13,1
2015-03-25,26244.0,9,236196.0,2,13,1
2015-03-26,26490.0,10,264900.0,3,13,1
2015-03-27,27156.666666666668,5,135783.33333333334,4,13,1
2015-03-28,27823.333333333332,9,250410.0,5,13,1
2015-03-29,27490.0,7,192430.0,6,13,1
2015-03-30,27735.333333333332,8,221882.66666666666,0,14,1
2015-03-31,26990.0,5,134950.0,1,14,1
2015-04-01,27490.0,4,109960.0,2,14,2
2015-04-02,27490.0,5,137450.0,3,14,2
2015-04-03,28240.0,3,84720.0,4,14,2
2015-04-04,27740.0,2,55480.0,5,14,2
2015-04-05,25998.0,1,25998.0,6,14,2
2015-04-06,29490.0,5,147450.0,0,15,2
2015-04-07,28490.0,1,28490.0,1,15,2
2015-04-08,28490.0,4,113960.0,2,15,2
2015-04-09,31990.0,1,31990.0,3,15,2
2015-04-10,28490.0,1,28490.0,4,15,2
2015-04-11,29156.666666666668,5,145783.33333333334,5,15,2
2015-04-12,28490.0,2,56980.0,6,15,2
2015-04-13,28490.0,2,56980.0,0,16,2
2015-04-14,28490.0,2,56980.0,1,16,2
2015-04-15,28490.0,1,28490.0,2,16,2
2015-04-16,28490.0,4,113960.0,3,16,2
2015-04-17,28240.0,6,169440.0,4,16,2
2015-04-18,28240.0,3,84720.0,5,16,2
2015-04-19,28240.0,5,141200.0,6,16,2
2015-04-20,28240.0,2,56480.0,0,17,2
2015-04-21,28490.0,1,28490.0,1,17,2
2015-04-22,27990.0,1,27990.0,2,17,2
2015-04-24,28240.0,5,141200.0,4,17,2
2015-04-25,28068.666666666668,4,112274.66666666667,5,17,2
2015-04-26,27990.0,5,139950.0,6,17,2
2015-04-27,27990.0,2,55980.0,0,18,2
2015-04-28,27990.0,3,83970.0,1,18,2
2015-04-29,27990.0,3,83970.0,2,18,2
2015-04-30,27990.0,3,83970.0,3,18,2
2015-05-01,27108.0,3,81324.0,4,18,2
2015-05-02,27990.0,3,83970.0,5,18,2
2015-05-03,27108.0,5,135540.0,6,18,2
2015-05-05,27990.0,2,55980.0,1,19,2
2015-05-06,27990.0,2,55980.0,2,19,2
2015-05-07,27990.0,1,27990.0,3,19,2
2015-05-08,26990.0,3,80970.0,4,19,2
2015-05-09,26990.0,8,215920.0,5,19,2
2015-05-10,26990.0,3,80970.0,6,19,2
2015-05-11,26990.0,3,80970.0,0,20,2
2015-05-12,26990.0,5,134950.0,1,20,2
2015-05-13,26990.0,5,134950.0,2,20,2
2015-05-14,25745.0,5,128725.0,3,20,2
2015-05-15,26990.0,1,26990.0,4,20,2
