Date,Price,Freq,Invoice,DayofWeek,Weekofyear,Quarter
2014-03-16,2161.1666666666665,65,140475.8333333333,6,11,1
2014-03-17,2179.0,37,80623.0,0,12,1
2014-03-18,2372.7450980394115,51,121010.00000000998,1,12,1
2014-03-19,2558.927170868235,74,189360.6106442494,2,12,1
2014-03-20,2106.600565950811,99,208553.4560291303,3,12,1
2014-03-21,2691.134904626734,246,662019.1865381766,4,12,1
2014-03-22,2488.3882467562707,230,572329.2967539423,5,12,1
2014-03-23,2446.0616802551613,155,379139.56043954997,6,12,1
2014-03-24,2392.0432098766664,118,282261.09876544663,0,13,1
2014-03-25,2445.3333333333335,112,273877.3333333334,1,13,1
2014-03-26,2585.3257142856,121,312824.4114285576,2,13,1
2014-03-27,2290.8222222219997,96,219918.933333312,3,13,1
2014-03-28,2686.535714285714,94,252534.35714285713,4,13,1
2014-03-29,2631.0833333333335,112,294681.3333333334,5,13,1
2014-03-30,2612.6666666666665,87,227302.0,6,13,1
2014-03-31,2551.884375,66,168424.36875,0,14,1
2014-04-01,2674.2424242427273,57,152431.81818183546,1,14,2
2014-04-02,2524.994505494286,61,154024.66483515143,2,14,2
2014-04-03,2533.466666667,66,167208.800000022,3,14,2
2014-04-04,2537.8888888888887,62,157349.1111111111,4,14,2
2014-04-05,2483.5833333333335,115,285612.0833333334,5,14,2
2014-04-06,2444.222222222222,62,151541.77777777778,6,14,2
2014-04-07,2615.411111111111,45,117693.5,0,15,2
2014-04-08,2535.5,51,129310.5,1,15,2
2014-04-09,2516.0,49,123284.0,2,15,2
2014-04-10,2594.5555555555557,58,150484.22222222222,3,15,2
2014-04-11,2474.7090909090907,67,165805.50909090906,4,15,2
2014-04-12,2651.5555555555557,90,238640.0,5,15,2
2014-04-13,2472.2,77,190359.4,6,15,2
2014-04-14,2641.5714285714284,47,124153.85714285713,0,16,2
2014-04-15,2506.4444444444443,54,135348.0,1,16,2
2014-04-16,2387.927272727273,48,114620.5090909091,2,16,2
2014-04-17,2665.6666666666665,43,114623.66666666666,3,16,2
2014-04-18,2389.5714285714284,61,145763.85714285713,4,16,2
2014-04-19,2571.0,72,185112.0,5,16,2
2014-04-20,2586.5,69,178468.5,6,16,2
2014-04-21,2476.25,48,118860.0,0,17,2
2014-04-22,2599.0,41,106559.0,1,17,2
2014-04-23,2347.8888888888887,64,150264.88888888888,2,17,2
2014-04-24,2361.0,55,129855.0,3,17,2
2014-04-25,2399.0,47,112753.0,4,17,2
2014-04-26,2513.7650000000003,82,206128.73000000004,5,17,2
2014-04-27,2615.6666666666665,76,198790.66666666666,6,17,2
2014-04-28,2489.285714285714,52,129442.85714285714,0,18,2
2014-04-29,2413.125,46,111003.75,1,18,2
2014-04-30,2570.4285714285716,57,146514.42857142858,2,18,2
2014-05-01,2380.125,63,149947.875,3,18,2
2014-05-02,2517.5875,57,143502.48750000002,4,18,2
2014-05-03,2341.0,65,152165.0,5,18,2
2014-05-04,2570.3857142857146,46,118237.74285714288,6,18,2
2014-05-05,2618.6,44,115218.4,0,19,2
2014-05-06,2398.7,45,107941.49999999999,1,19,2
2014-05-07,2499.0,51,127449.0,2,19,2
2014-05-08,2567.9,49,125827.1,3,19,2
2014-05-09,2321.818181818182,49,113769.09090909091,4,19,2
2014-05-10,2605.9285714285716,50,130296.42857142858,5,19,2
2014-05-11,2413.0,51,123063.0,6,19,2
2014-05-12,2559.0,32,81888.0,0,20,2
2014-05-13,2467.625,34,83899.25,1,20,2
2014-05-14,2316.525,31,71812.27500000001,2,20,2
2014-05-15,2467.625,38,93769.75,3,20,2
2014-05-16,2549.0,50,127450.0,4,20,2
2014-05-17,2448.6666666666665,74,181201.3333333333,5,20,2
2014-05-18,2358.75,71,167471.25,6,20,2
2014-05-19,2499.0,27,67473.0,0,21,2
2014-05-20,2796.629164313913,72,201357.29983060173,1,21,2
2014-05-21,2675.42,63,168551.46,2,21,2
2014-05-22,2740.2083333333335,56,153451.6666666667,3,21,2
2014-05-23,2632.875,66,173769.75,4,21,2
2014-05-24,2697.75,85,229308.75,5,21,2
2014-05-25,2551.4,68,173495.2,6,21,2
2014-05-26,2498.8333333333335,48,119944.0,0,22,2
2014-05-27,3134.8676929730555,128,401263.0647005511,1,22,2
2014-05-28,3021.2225000000003,106,320249.585,2,22,2
2014-05-29,3379.818181818182,98,331222.1818181818,3,22,2
2014-05-30,2871.230769230769,97,278509.3846153846,4,22,2
2014-05-31,2743.4285714285716,112,307264.0,5,22,2
2014-06-01,2617.2625000000003,101,264343.5125,6,22,2
2014-06-02,2773.043333333333,85,235708.68333333332,0,23,2
2014-06-03,2931.2115384615386,68,199322.38461538462,1,23,2
2014-06-04,3155.4,61,192479.4,2,23,2
2014-06-05,3036.3,63,191286.90000000002,3,23,2
2014-06-06,3103.0,67,207901.0,4,23,2
2014-06-07,2609.0,115,300035.0,5,23,2
2014-06-08,2721.188888888889,89,242185.8111111111,6,23,2
2014-06-09,2501.5,79,197618.5,0,24,2
2014-06-10,2668.8999999999996,94,250876.59999999998,1,24,2
2014-06-11,3085.625,85,262278.125,2,24,2
2014-06-12,2665.8,92,245253.6,3,24,2
2014-06-13,2496.4566666666665,106,264624.4066666666,4,24,2
2014-06-14,2662.3,64,170387.2,5,24,2
2014-06-15,2552.3333333333335,68,173558.6666666667,6,24,2
2014-06-16,2499.0,60,149940.0,0,25,2
2014-06-17,2390.2727272727275,79,188831.54545454547,1,25,2
2014-06-18,2655.835714285714,61,162005.97857142854,2,25,2
2014-06-19,2586.0,70,181020.0,3,25,2
2014-06-20,2483.1111111111113,73,181267.11111111112,4,25,2
2014-06-21,2471.1071428571427,94,232284.07142857142,5,25,2
2014-06-22,2499.0,77,192423.0,6,25,2
2014-06-23,2532.0,61,154452.0,0,26,2
2014-06-24,2648.785714285714,62,164224.7142857143,1,26,2
2014-06-25,2479.5555555555557,58,143814.22222222222,2,26,2
2014-06-26,2622.740340909167,80,209819.22727273338,3,26,2
2014-06-27,2445.4444444444443,100,244544.44444444444,4,26,2
2014-06-28,2555.386666667,112,286203.306666704,5,26,2
2014-06-29,2399.3,112,268721.60000000003,6,26,2
2014-06-30,2580.285714285714,73,188360.85714285713,0,27,2
2014-07-01,2333.45833333375,60,140007.500000025,1,27,3
2014-07-02,2447.375,75,183553.125,2,27,3
2014-07-03,2297.2,82,188370.4,3,27,3
2014-07-04,2411.34,78,188084.52000000002,4,27,3
2014-07-05,2250.5,93,209296.5,5,27,3
2014-07-06,2353.75,76,178885.0,6,27,3
2014-07-07,2444.714285714286,72,176019.42857142858,0,28,3
2014-07-08,2492.5625,59,147061.1875,1,28,3
2014-07-09,2502.0,63,157626.0,2,28,3
2014-07-10,2305.4285714285716,59,136020.2857142857,3,28,3
2014-07-11,2453.3,73,179090.90000000002,4,28,3
2014-07-12,2309.4384615384615,99,228634.4076923077,5,28,3
2014-07-13,2382.222222222222,64,152462.22222222222,6,28,3
2014-07-14,2279.222222222222,52,118519.55555555555,0,29,3
2014-07-15,2317.658888888889,63,146012.51,1,29,3
2014-07-16,2409.8888888888887,55,132543.88888888888,2,29,3
2014-07-17,2393.4444444444443,55,131639.44444444444,3,29,3
2014-07-18,2352.714285714286,61,143515.57142857142,4,29,3
2014-07-19,2325.5,86,199993.0,5,29,3
2014-07-20,2423.8333333333335,54,130887.00000000001,6,29,3
2014-07-21,2499.0,62,154938.0,0,30,3
2014-07-22,2351.077777777778,60,141064.6666666667,1,30,3
2014-07-23,2279.9,50,113995.0,2,30,3
2014-07-24,2693.3333333333335,54,145440.0,3,30,3
2014-07-25,2433.714285714286,59,143589.14285714287,4,30,3
2014-07-26,2340.95,86,201321.69999999998,5,30,3
2014-07-27,2279.0714285714284,87,198279.21428571426,6,30,3
2014-07-28,2749.0,44,120956.0,0,31,3
2014-07-29,2296.25,68,156145.0,1,31,3
2014-07-30,2288.8177955082356,119,272369.31766548,2,31,3
2014-07-31,2315.593253967778,108,250084.07142852002,3,31,3
2014-08-01,2263.15,85,192367.75,4,31,3
2014-08-02,2222.4,124,275577.60000000003,5,31,3
2014-08-03,2227.7392857142854,92,204952.01428571425,6,31,3
2014-08-04,2321.6466666666665,98,227521.37333333332,0,32,3
2014-08-05,2341.85,83,194373.55,1,32,3
2014-08-06,2313.1111111111113,81,187362.00000000003,2,32,3
2014-08-07,2316.1111111111113,75,173708.33333333334,3,32,3
2014-08-08,2382.875,95,226373.125,4,32,3
2014-08-09,2263.15,100,226315.0,5,32,3
2014-08-10,2377.5555555555557,96,228245.33333333334,6,32,3
2014-08-11,2410.577777777778,75,180793.33333333334,0,33,3
2014-08-12,2313.285714285714,82,189689.42857142858,1,33,3
2014-08-13,2217.2727272727275,79,175164.54545454547,2,33,3
2014-08-14,2288.222222222222,73,167040.22222222222,3,33,3
2014-08-15,2249.625,91,204715.875,4,33,3
2014-08-16,2257.6,103,232532.8,5,33,3
2014-08-17,2253.1545454545453,101,227568.60909090907,6,33,3
2014-08-18,2268.6,96,217785.59999999998,0,34,3
2014-08-19,2688.1193236613517,132,354831.7507232984,1,34,3
2014-08-20,2642.9243697476472,114,301293.3781512318,2,34,3
2014-08-21,2484.8636363636365,115,285759.3181818182,3,34,3
2014-08-22,2552.9772727275,120,306357.2727273,4,34,3
2014-08-23,2491.1722222219996,140,348764.1111110799,5,34,3
2014-08-24,2270.1785714285716,103,233828.39285714287,6,34,3
2014-08-25,2262.2604166668752,125,282782.5520833594,0,35,3
2014-08-26,2280.6488888886665,103,234906.83555553266,1,35,3
2014-08-27,2168.3541666668752,108,234182.25000002253,2,35,3
2014-08-28,2172.419444444167,98,212897.10555552834,3,35,3
2014-08-29,2207.6666666666665,128,282581.3333333333,4,35,3
2014-08-30,2242.8888888891665,118,264660.88888892165,5,35,3
2014-08-31,2318.181818181818,99,229499.99999999997,6,35,3
2014-09-01,2176.8888888891665,63,137144.0000000175,0,36,3
2014-09-02,2256.3416666666667,72,162456.6,1,36,3
2014-09-03,2126.875,69,146754.375,2,36,3
2014-09-04,2127.461038960714,71,151049.7337662107,3,36,3
2014-09-05,2205.9666666666667,86,189713.13333333333,4,36,3
2014-09-06,2036.333333333125,123,250468.99999997436,5,36,3
2014-09-07,2129.78,99,210848.22000000003,6,36,3
2014-09-08,2069.3958333331248,67,138649.52083331934,0,37,3
2014-09-09,2128.021296296111,91,193649.9379629461,1,37,3
2014-09-10,1686.2898741884687,148,249570.90137989336,2,37,3
2014-09-11,2217.6998462516904,196,434669.1698653313,3,37,3
2014-09-12,1988.5548187444826,182,361916.97701149585,4,37,3
2014-09-13,2014.56388888875,190,382767.1388888625,5,37,3
2014-09-14,1954.425,174,340069.95,6,37,3
2014-09-15,2214.905128205,134,296797.28717947,0,38,3
2014-09-16,2716.6875,140,380336.25,1,38,3
2014-09-17,2698.188405796957,124,334575.36231882265,2,38,3
2014-09-18,2778.25,91,252820.75,3,38,3
2014-09-19,2492.3818181818183,117,291608.67272727273,4,38,3
2014-09-20,2946.230769230769,129,380063.7692307692,5,38,3
2014-09-21,2682.0,126,337932.0,6,38,3
2014-09-22,3178.705882352941,100,317870.5882352941,0,39,3
2014-09-23,2978.072320841539,131,390127.4740302416,1,39,3
2014-09-24,2526.408424908846,143,361276.404761965,2,39,3
2014-09-25,2940.339271095882,154,452812.2477487658,3,39,3
2014-09-26,2738.7935606062506,151,413557.82765154383,4,39,3
2014-09-27,2740.714285714166,179,490587.85714283574,5,39,3
2014-09-28,2219.931372548823,140,310790.39215683524,6,39,3
2014-09-29,2805.019607842941,99,277696.94117645116,0,40,3
2014-09-30,2681.4375,113,303002.4375,1,40,3
2014-10-01,2100.3476923076923,87,182730.24923076923,2,40,4
2014-10-02,2203.218823529412,116,255573.3835294118,3,40,4
2014-10-03,1888.3639619048001,148,279477.8663619104,4,40,4
2014-10-04,2165.513268697895,186,402785.4679778085,5,40,4
2014-10-05,2169.6424,177,384026.7048,6,40,4
2014-10-06,2564.8919819308694,96,246229.63026536346,0,41,4
2014-10-07,2392.8872917410713,111,265610.4893832589,1,41,4
2014-10-08,2358.4642657064287,157,370278.8897159093,2,41,4
2014-10-09,2800.358639455714,130,364046.62312924286,3,41,4
2014-10-10,2410.558699187073,186,448363.9180487956,4,41,4
2014-10-11,2283.219404761786,202,461210.31976188073,5,41,4
2014-10-12,2318.2089743588463,150,347731.3461538269,6,41,4
2014-10-13,2224.961111111111,122,271445.2555555556,0,42,4
2014-10-14,2513.5005581938235,130,326755.0725651971,1,42,4
2014-10-15,2445.5062980029033,128,313024.8061443716,2,42,4
2014-10-16,2464.929761904667,114,281001.99285713205,3,42,4
2014-10-17,2420.8796296296296,163,394603.3796296296,4,42,4
2014-10-18,2536.98,201,509932.98,5,42,4
2014-10-19,2285.942028985652,178,406897.6811594461,6,42,4
2014-10-20,2561.1594202895653,114,291972.17391301045,0,43,4
2014-10-21,2262.4629629627775,90,203621.66666664998,1,43,4
2014-10-22,2086.3888888888887,96,200293.3333333333,2,43,4
2014-10-23,2296.590909090909,104,238845.45454545453,3,43,4
2014-10-24,2154.9166666666665,118,254280.16666666666,4,43,4
2014-10-25,2104.1311111109526,161,338765.10888886335,5,43,4
2014-10-26,2137.0476190476193,148,316283.04761904763,6,43,4
2014-10-27,1989.1,95,188964.5,0,44,4
2014-10-28,2074.5263157894738,88,182558.31578947368,1,44,4
2014-10-29,2044.9333333333334,96,196313.6,2,44,4
2014-10-30,2105.1875,95,199992.8125,3,44,4
2014-10-31,2056.0714285714284,105,215887.5,4,44,4
2014-11-01,2086.108181818182,184,383843.90545454546,5,44,4
2014-11-02,1976.9606250000002,143,282705.369375,6,44,4
2014-11-03,2138.578125,130,278015.15625,0,45,4
2014-11-04,2084.3274509805883,100,208432.74509805883,1,45,4
2014-11-05,2724.9122807015788,95,258866.66666664998,2,45,4
2014-11-06,2840.262710622692,122,346512.0506959684,3,45,4
2014-11-07,2853.533679653636,172,490807.79290042544,4,45,4
2014-11-08,2774.2704166666667,202,560402.6241666666,5,45,4
2014-11-09,2711.685454545455,160,433869.6727272728,6,45,4
2014-11-10,2641.5882352941176,107,282649.9411764706,0,46,4
2014-11-11,2248.2823529411767,100,224828.23529411768,1,46,4
2014-11-12,2311.875,87,201133.125,2,46,4
2014-11-13,2793.517816979,208,581051.7059316321,3,46,4
2014-11-14,2524.6728787877273,190,479687.8469696682,4,46,4
2014-11-15,2522.3914285714286,228,575105.2457142858,5,46,4
2014-11-16,2445.2315000000003,197,481710.60550000006,6,46,4
2014-11-17,2679.5414285714282,116,310826.8057142857,0,47,4
2014-11-18,2888.9269337842,271,782899.1990555183,1,47,4
2014-11-19,2886.737078022963,281,811173.1189244526,2,47,4
2014-11-20,2836.538425451525,266,754519.2211701057,3,47,4
2014-11-21,3067.5603701856517,275,843579.1018010542,4,47,4
2014-11-22,2729.6571301774356,291,794330.2248816338,5,47,4
2014-11-23,2792.628352490345,216,603207.7241379146,6,47,4
2014-11-24,3045.2656410256,173,526830.9558974288,0,48,4
2014-11-25,2534.742424242273,161,408093.53030300594,1,48,4
2014-11-26,2777.3679347826087,179,497148.860326087,2,48,4
2014-11-27,2991.0104166666665,175,523426.8229166666,3,48,4
2014-11-28,2584.9858730157143,210,542847.0333333,4,48,4
2014-11-29,2536.1000000000004,277,702499.7000000001,5,48,4
2014-11-30,2539.4263157894734,173,439320.7526315789,6,48,4
2014-12-01,2527.820714285714,128,323561.0514285714,0,49,4
2014-12-02,2674.2040909090906,176,470659.9199999999,1,49,4
2014-12-03,2644.5555555555557,180,476020.0,2,49,4
2014-12-04,2448.0085,175,428401.4875,3,49,4
2014-12-05,2867.4827272727275,193,553424.1663636364,4,49,4
2014-12-06,2462.960322580645,270,664999.2870967741,5,49,4
2014-12-07,2637.7250000000004,202,532820.4500000001,6,49,4
2014-12-08,2585.404824561579,133,343858.84166669,0,50,4
2014-12-09,2589.625,137,354778.625,1,50,4
2014-12-10,2562.230952380952,146,374085.71904761903,2,50,4
2014-12-11,2528.0,134,338752.0,3,50,4
2014-12-12,2740.1886363636363,166,454871.3136363636,4,50,4
2014-12-13,2807.464,255,715903.32,5,50,4
2014-12-14,2723.472692307692,203,552864.9565384615,6,50,4
2014-12-15,2398.9692,170,407824.764,0,51,4
2014-12-16,2440.3121428571426,237,578353.9778571428,1,51,4
2014-12-17,2243.151428571429,266,596678.28,2,51,4
2014-12-18,2121.3053750000004,268,568509.8405,3,51,4
2014-12-19,2229.01329861125,347,773467.6146181037,4,51,4
2014-12-20,2638.0482624112765,368,970801.7605673497,5,51,4
2014-12-21,2240.94819507575,314,703657.7332537855,6,51,4
2014-12-22,2317.2368571428574,237,549185.1351428572,0,52,4
2014-12-23,2273.8160606060605,220,500239.5333333333,1,52,4
2014-12-24,2336.8007207208107,260,607568.1873874108,2,52,4
2014-12-25,2443.4472222222225,216,527784.6000000001,3,52,4
2014-12-26,2327.315,305,709831.0750000001,4,52,4
2014-12-27,2328.877463768043,429,999088.4319564905,5,52,4
2014-12-28,2405.86,378,909415.0800000001,6,52,4
2014-12-29,2441.55,336,820360.8,0,1,4
2014-12-30,2383.6284770115512,479,1141758.040488533,1,1,4
2014-12-31,2252.2684195401725,426,959466.3467241134,2,1,4
2015-01-01,2323.0,112,260176.0,3,1,1
2015-01-02,2206.879776422683,348,767994.1621950937,4,1,1
2015-01-03,2157.258012820577,337,726995.9503205344,5,1,1
2015-01-04,2226.5951136365907,279,621220.0367046088,6,1,1
2015-01-05,2374.774264705882,232,550947.6294117647,0,2,1
2015-01-06,2185.0830287696967,182,397685.11123608483,1,2,1
2015-01-07,2423.4232,147,356243.21040000004,2,2,1
2015-01-08,2307.1434999999997,178,410671.54299999995,3,2,1
2015-01-09,2247.1204901961764,159,357292.15794119204,4,2,1
2015-01-10,2412.7714814814817,143,345026.3218518519,5,2,1
2015-01-11,2153.4074074074074,144,310090.6666666667,6,2,1
2015-01-12,2604.4444444444443,84,218773.3333333333,0,3,1
2015-01-13,2601.5988888888887,70,182111.9222222222,1,3,1
2015-01-14,2894.095238095238,99,286515.4285714286,2,3,1
2015-01-15,2819.9473684210525,112,315834.10526315786,3,3,1
2015-01-16,2720.318181818182,136,369963.27272727276,4,3,1
2015-01-17,2789.3333333333335,175,488133.3333333334,5,3,1
2015-01-18,2550.0454545454545,135,344256.13636363635,6,3,1
2015-01-19,2670.526086956522,94,251029.45217391304,0,4,1
2015-01-20,2716.0771929826315,67,181977.1719298363,1,4,1
2015-01-21,2945.2,65,191438.0,2,4,1
2015-01-22,2726.722222222222,65,177236.94444444444,3,4,1
2015-01-23,2800.15,117,327617.55,4,4,1
2015-01-24,2589.68,153,396221.04,5,4,1
2015-01-25,2776.181818181818,132,366456.0,6,4,1
2015-01-26,2847.3333333333335,71,202160.6666666667,0,5,1
2015-01-27,2792.68,69,192694.91999999998,1,5,1
2015-01-28,2825.2105263157896,58,163862.2105263158,2,5,1
2015-01-29,2740.7349999999997,73,200073.65499999997,3,5,1
2015-01-30,2904.6666666666665,80,232373.3333333333,4,5,1
2015-01-31,2594.259090909091,123,319093.86818181816,5,5,1
2015-02-01,2702.572727272727,122,329713.87272727274,6,5,1
2015-02-02,2678.315789473684,65,174090.52631578947,0,6,1
2015-02-03,2808.8888888888887,61,171342.22222222222,1,6,1
2015-02-04,2773.8125,46,127595.375,2,6,1
2015-02-05,2843.85,60,170631.0,3,6,1
2015-02-06,2619.55,79,206944.45,4,6,1
2015-02-07,2757.2916666666665,112,308816.6666666666,5,6,1
2015-02-08,2614.185185185185,115,300631.2962962963,6,6,1
2015-02-09,2654.41,48,127411.68,0,7,1
2015-02-10,2783.375,59,164219.125,1,7,1
2015-02-11,2661.752941176471,65,173013.9411764706,2,7,1
2015-02-12,2563.9,67,171781.30000000002,3,7,1
2015-02-13,2551.9565217391305,111,283267.17391304346,4,7,1
2015-02-14,2644.6270833333333,169,446941.9770833333,5,7,1
2015-02-15,2671.4,102,272482.8,6,7,1
2015-02-16,2181.2244623654838,98,213759.9973118174,0,8,1
2015-02-17,2307.3867171718184,107,246890.37873738457,1,8,1
2015-02-18,2274.7741935483873,116,263873.8064516129,2,8,1
2015-02-19,2194.998,111,243644.778,3,8,1
2015-02-20,2972.0770634775713,242,719242.6493615722,4,8,1
2015-02-21,2616.1874644145455,256,669743.9908901236,5,8,1
2015-02-22,2371.6329002370585,267,633225.9843632947,6,8,1
2015-02-23,2337.491713250652,247,577360.4531729111,0,9,1
2015-02-24,2165.950344827586,113,244752.3889655172,1,9,1
2015-02-25,2369.4714501096873,89,210882.9590597622,2,9,1
2015-02-26,2271.3297826086955,90,204419.68043478258,3,9,1
2015-02-27,2293.770854700769,137,314246.6070940054,4,9,1
2015-02-28,2094.0747747745945,151,316205.29099096375,5,9,1
2015-03-01,2289.6118181818183,145,331993.7136363637,6,9,1
2015-03-02,2349.1662499999998,63,147997.47374999998,0,10,1
2015-03-03,2509.1,55,138000.5,1,10,1
2015-03-04,2150.925925925926,74,159168.51851851854,2,10,1
2015-03-05,2470.099642857143,73,180317.27392857143,3,10,1
2015-03-06,2507.975,135,338576.625,4,10,1
2015-03-07,2256.112626262727,191,430917.5116161809,5,10,1
2015-03-08,2154.1234615384615,144,310193.77846153843,6,10,1
2015-03-09,2256.797160493704,113,255018.07913578852,0,11,1
2015-03-10,2287.1337037037038,86,196693.49851851852,1,11,1
2015-03-11,2480.7780769230767,67,166212.13115384613,2,11,1
2015-03-12,2376.7,84,199642.8,3,11,1
2015-03-13,2296.496,91,208981.136,4,11,1
