Date,Price,Freq,Invoice,Dayofweek,GDP,IMOEX,RubinDolar
2013-02-20,1206.00373015873,304,366625.13396825397,2,2308670648426.257,1592.74,0.0332
2013-02-21,1354.720711764635,367,497182.5012176211,3,2308755619581.855,1582.63,0.033
2013-02-22,1384.120457310853,541,748809.1674051714,4,2308834825787.5024,1545.59,0.0329
2013-02-23,1327.6279420226692,666,884200.2093870976,5,2308908265138.82,1545.59,0.0329
2013-02-24,1237.0043415637035,427,528200.8538477015,6,2308975935779.829,1545.59,0.0329
2013-02-25,1235.9922222221664,241,297874.1255555421,0,2309037835902.951,1551.04,0.0329
2013-02-26,1312.7854545454545,238,312442.93818181823,1,2309093963749.0083,1565.07,0.0327
2013-02-27,1275.6943518518515,221,281928.4517592592,2,2309144317607.2217,1531.66,0.0327
2013-02-28,1333.315648148148,184,245330.07925925925,3,2309188895815.2144,1530.38,0.0327
2013-03-01,1331.1323529411764,256,340769.8823529412,4,2309227696759.0093,1534.41,0.0326
2013-03-02,1375.3439487179487,429,590022.554,5,2309260718873.0293,1534.41,0.0326
2013-03-03,1295.1091686182624,358,463649.0823653379,6,2309287960640.098,1534.41,0.0326
2013-03-04,1489.6024382716666,228,339629.35592594,0,2309309420591.439,1509.8,0.0326
2013-03-05,1430.4440476191378,286,409106.99761907343,1,2309325097306.676,1498.79,0.0325
2013-03-06,1248.369005376403,270,337059.6314516288,2,2309334989413.833,1523.34,0.0327
2013-03-07,1376.433530092597,403,554702.7126273166,3,2309339095589.336,1529.32,0.0325
2013-03-08,1351.195122710619,432,583716.2930109875,4,2309337414558.0093,1529.32,0.0326
2013-03-09,1361.971872294286,395,537978.889556243,5,2309329945093.0767,1529.32,0.0326
2013-03-10,1349.8169841269842,329,444089.78777777776,6,2309316686016.165,1529.32,0.0326
2013-03-11,1346.975,183,246496.425,0,2309297636197.301,1532.09,0.0325
2013-03-12,1445.80613333334,189,273257.3592000013,1,2309272794554.909,1539.87,0.0326
2013-03-13,1508.2031570294714,372,561051.5744149635,2,2309242160055.817,1542.55,0.0326
2013-03-14,1542.3819125682458,309,476596.01098358794,3,2309205731715.2505,1531.14,0.0325
2013-03-15,1534.485887096774,384,589242.5806451612,4,2309163508596.8374,1535.73,0.0325
2013-03-16,1439.2059819277108,509,732555.8448012047,5,2309115489812.6045,1535.73,0.0325
2013-03-17,1519.6535655737705,391,594184.544139344,6,2309061674522.9805,1535.73,0.0325
2013-03-18,1531.9383720930234,246,376856.8395348837,0,2309002061936.7925,1537.66,0.0326
2013-03-19,1543.160897435904,241,371901.7762820529,1,2308936651311.269,1494.3,0.0325
2013-03-20,1552.5431159419566,236,366400.1753623017,2,2308865441952.04,1478.82,0.0322
2013-03-21,1496.8717948717951,214,320330.5641025641,3,2308788433213.132,1489.34,0.0324
2013-03-22,1593.103137254902,310,493861.9725490196,4,2308705624496.976,1485.73,0.0323
2013-03-23,1411.6569166666668,448,632422.2986666667,5,2308617015254.401,1485.73,0.0323
2013-03-24,1471.7471505375809,360,529828.9741935291,6,2308522604984.6367,1485.73,0.0323
2013-03-25,1664.9050724637605,214,356289.68550724466,0,2308422393235.314,1470.91,0.0325
2013-03-26,1506.3329710145651,282,424785.8978261074,1,2308316379602.463,1458.8,0.0323
2013-03-27,1567.65,226,354288.9,2,2308204563730.514,1445.46,0.0324
2013-03-28,1611.8054487178852,283,456140.9419871614,3,2308086945312.299,1446.04,0.0322
2013-03-29,1696.3590277777084,304,515693.14444442344,4,2307963524089.0493,1454.72,0.0321
2013-03-30,1601.27414682545,438,701358.0763095471,5,2307834299850.396,1454.72,0.0321
2013-03-31,1639.9460784313724,302,495263.7156862745,6,2307699272434.372,1454.72,0.0321
2013-04-01,1628.4371951219516,189,307774.6298780488,0,2307558441727.4087,1460.04,0.0322
2013-04-02,1617.3058139534885,167,270090.0709302325,1,2307411807664.34,1445.57,0.0322
2013-04-03,1658.4857142857145,169,280284.0857142857,2,2307259370228.397,1440.1,0.0319
2013-04-04,1591.8795454545457,170,270619.5227272727,3,2307101129451.216,1425.99,0.0316
2013-04-05,1569.24624183,235,368772.86683005,4,2306937085412.8267,1419.45,0.0316
2013-04-06,1560.5754545454545,323,504065.8718181818,5,2306767238241.666,1419.45,0.0316
2013-04-07,1578.1537414965308,315,497118.42857140716,6,2306591588114.5674,1419.45,0.0316
2013-04-08,1560.3121621621622,155,241848.38513513515,0,2306410135256.765,1411.09,0.0317
2013-04-09,1463.2333333333331,181,264845.2333333333,1,2306222879941.8945,1419.63,0.032
2013-04-10,1299.226,213,276735.13800000004,2,2306029822491.9897,1439.46,0.0322
2013-04-11,1637.3285714285712,212,347113.6571428571,3,2305830963277.488,1453.81,0.0324
2013-04-12,1445.8670212765958,243,351345.68617021275,4,2305626302717.2217,1433.08,0.0324
2013-04-13,1393.2630952380896,352,490428.6095238075,5,2305415841278.431,1433.08,0.0324
2013-04-14,1327.607386363646,323,428817.18579545757,6,2305199579476.75,1433.08,0.0324
2013-04-15,1360.782894736842,162,220446.82894736843,0,2304977517876.2163,1405.47,0.0322
2013-04-16,1514.2505952380955,181,274079.3577380952,1,2304749657089.2656,1366.53,0.0317
2013-04-17,1449.5925,180,260926.65,2,2304515997776.737,1356.65,0.032
2013-04-18,1453.9390243902442,161,234084.1829268293,3,2304276540647.8667,1327.92,0.0314
2013-04-19,1506.7904761905993,217,326973.53333336016,4,2304031286460.293,1327.55,0.0317
2013-04-20,1408.0120370370366,345,485764.15277777775,5,2303780236020.0547,1327.55,0.0317
2013-04-21,1356.4875,296,401520.3,6,2303523390181.59,1327.55,0.0317
2013-04-22,1305.2368421052631,170,221890.26315789472,0,2303260749847.7383,1336.46,0.0316
2013-04-23,1265.6944444444443,156,197448.33333333328,1,2302992315969.737,1329.14,0.0317
2013-04-24,1348.0337837837835,166,223773.60810810808,2,2302718089547.2275,1333.89,0.0316
2013-04-25,1195.6315789473686,191,228365.63157894733,3,2302438071628.249,1375.4,0.0318
2013-04-26,1320.3166666666666,260,343282.33333333326,4,2302152263309.2407,1387.98,0.0321
2013-04-27,1287.3581481480671,328,422253.47259256593,5,2301860665735.0454,1387.98,0.0321
2013-04-28,1472.8154761904761,268,394714.5476190476,6,2301563280098.9014,1387.98,0.0321
2013-04-29,1418.355,197,279415.935,0,2301260107642.451,1382.22,0.032
2013-04-30,1291.4318181818182,256,330606.5454545455,1,2300951149655.735,1387.54,0.0323
2013-05-01,1287.3277777777778,311,400358.9388888889,2,2300636407477.196,1387.54,0.0321
2013-05-02,1425.6689102563464,294,419146.65961536585,3,2300315882493.674,1407.21,0.0319
2013-05-03,1374.1924528301884,259,355915.84528301883,4,2299989576140.413,1387.47,0.0321
2013-05-04,1338.4988372093026,213,285100.2523255814,5,2299657489901.055,1387.47,0.0321
2013-05-05,1275.4275000000002,216,275492.34,6,2299319625307.644,1387.47,0.0321
2013-05-06,1345.3986486486488,190,255625.74324324325,0,2298975983940.6206,1429.86,0.0322
2013-05-07,1349.027027027027,181,244173.89189189192,1,2298626567428.831,1432.15,0.0322
2013-05-08,1347.4153846153845,229,308558.1230769231,2,2298271377449.518,1451.84,0.0322
2013-05-09,1342.7951219512195,214,287358.156097561,3,2297910415728.325,1451.84,0.0321
2013-05-10,1347.9993333333998,193,260163.87133334612,4,2297543684039.2983,1452.17,0.032
2013-05-11,1311.6487804878047,203,266264.70243902435,5,2297171184204.881,1452.17,0.032
2013-05-12,1394.6439393939395,178,248246.62121212122,6,2296792918095.9185,1452.17,0.032
2013-05-13,1249.8021428571428,136,169973.09142857144,0,2296408887631.6567,1429.78,0.0319
2013-05-14,1314.876923076923,150,197231.53846153847,1,2296019094779.7407,1422.29,0.0319
2013-05-15,1246.9627192982366,185,230688.10307017388,2,2295623541556.2173,1412.69,0.0319
2013-05-16,1396.5011363636365,182,254163.20681818185,3,2295222230025.532,1391.01,0.0318
2013-05-17,1477.2823333334,236,348638.6306666824,4,2294815162300.5312,1380.58,0.0318
2013-05-18,1242.9493939394001,307,381585.4639393958,5,2294402340542.463,1380.58,0.0318
2013-05-19,1310.5814102563465,249,326334.77115383017,6,2293983766960.974,1380.58,0.0318
2013-05-20,1377.99375,179,246660.88125,0,2293559443814.112,1405.34,0.0318
2013-05-21,1245.6470588235295,171,213005.64705882355,1,2293129373408.324,1417.05,0.032
2013-05-22,1437.7675213674358,175,251609.3162393013,2,2292693558098.459,1433.02,0.032
2013-05-23,1210.1985714285713,198,239619.31714285712,3,2292252000287.765,1461.93,0.0318
2013-05-24,1205.3733333333334,231,278441.24000000005,4,2291804702427.892,1400.84,0.0318
2013-05-25,1417.0955128205767,305,432214.13141027594,5,2291351667018.8867,1400.84,0.0318
2013-05-26,1412.3603773584905,289,408172.14905660384,6,2290892896609.201,1400.84,0.0318
2013-05-27,1388.4077777777775,192,266574.2933333333,0,2290428393795.684,1388.52,0.0319
2013-05-28,1288.6151960784414,185,238393.8112745116,1,2289958161223.584,1385.08,0.0319
2013-05-29,1326.0047619047618,157,208182.74761904762,2,2289482201586.5537,1399.11,0.0317
2013-05-30,1365.0202830188678,229,312589.6448113207,3,2289000517626.642,1360.06,0.0316
2013-05-31,1253.5415094339626,259,324667.2509433963,4,2288513112134.3013,1350.42,0.0315
2013-06-01,1237.8257575757636,372,460471.18181818404,5,2288019987948.382,1350.42,0.0315
2013-06-02,1226.015,302,370256.53,6,2287521147956.1357,1350.42,0.0315
2013-06-03,1191.5463414634144,254,302652.7707317073,0,2287016595093.214,1331.43,0.0313
2013-06-04,1286.5243243243244,214,275316.2054054055,1,2286506332343.67,1319.01,0.0314
2013-06-05,1227.735,262,321666.56999999995,2,2285990362739.956,1322.39,0.0313
2013-06-06,1378.7116666666,254,350192.7633333164,3,2285468689362.924,1301.08,0.0311
2013-06-07,1296.8153073285107,369,478524.84840422036,4,2284941315341.828,1286.86,0.0311
2013-06-08,1334.9556547619645,452,603399.9559524079,5,2284408243854.321,1286.86,0.0311
2013-06-09,1219.5981818181815,301,367099.05272727273,6,2283869478126.4565,1286.86,0.0311
2013-06-10,1239.6521739130435,225,278921.7391304348,0,2283325021432.689,1314.41,0.031
2013-06-11,1294.357142857143,240,310645.7142857143,1,2282774877095.873,1300.54,0.031
2013-06-12,1308.2196078431373,291,380691.90588235296,2,2282219048487.264,1300.54,0.0309
2013-06-13,1393.4720930232559,202,281481.3627906977,3,2281657539026.514,1263.66,0.031
2013-06-14,1909.97783842,380,725791.5785995999,4,2281090352181.6816,1261.63,0.0313
2013-06-15,1720.8027651635525,400,688321.1060654209,5,2280517491469.2207,1261.63,0.0313
2013-06-16,1522.7383438884315,308,469003.409917637,6,2279938960453.9883,1261.63,0.0313
2013-06-17,1585.9542903524996,282,447239.10987940495,0,2279354762749.24,1293.88,0.0315
2013-06-18,1561.6212396692724,287,448185.29578508117,1,2278764902016.632,1314.01,0.0315
2013-06-19,1480.1503205128845,272,402600.88717950456,2,2278169381966.22,1314.06,0.0312
2013-06-20,1409.3777173913047,257,362210.07336956525,3,2277568206356.4644,1291.72,0.0309
2013-06-21,1576.1374255952085,294,463384.40312499134,4,2276961378994.22,1243.32,0.0302
2013-06-22,1456.240890039423,347,505315.58884367975,5,2276348903734.7456,1243.32,0.0302
2013-06-23,1326.1370192307693,368,488018.4230769231,6,2275730784481.699,1243.32,0.0302
2013-06-24,1420.801219512195,197,279897.8402439024,0,2275107025187.139,1245.72,0.0305
2013-06-25,1416.195,211,298817.145,1,2274477629851.524,1233.04,0.0305
2013-06-26,1370.9040697674418,173,237166.40406976745,2,2273842602523.713,1243.2,0.0305
2013-06-27,1318.225,208,274190.8,3,2273201947300.9653,1261.13,0.0304
2013-06-28,1569.4375968993024,202,317026.39457365905,4,2272555668328.941,1262.77,0.0305
2013-06-29,1448.273765432037,245,354827.0725308491,5,2271903769801.699,1262.77,0.0305
2013-06-30,1316.942391304348,273,359525.27282608696,6,2271246255961.701,1262.77,0.0305
2013-07-01,1570.8064516129032,206,323586.12903225806,0,2270583131099.8066,1275.44,0.0304
2013-07-02,1642.526530612143,205,336717.9387754893,1,2269914399555.277,1276.85,0.0303
2013-07-03,1616.767195767037,176,284551.02645499853,2,2269240065715.773,1274.07,0.0301
2013-07-04,1582.7560294117648,197,311802.9377941177,3,2268560134017.3564,1264.29,0.0302
2013-07-05,1775.8833333333334,222,394246.1,4,2267874608944.4893,1280.61,0.0301
2013-07-06,1437.0852702702698,261,375079.25554054044,5,2267183495030.0327,1280.61,0.0301
2013-07-07,1743.0295566503448,239,416584.06403943244,6,2266486796855.2505,1280.61,0.0301
2013-07-08,1520.1309523810712,175,266022.9166666875,0,2265784519049.8047,1268.59,0.03
2013-07-09,1588.45,189,300217.05,1,2265076666291.7583,1277.29,0.0301
2013-07-10,1467.6636781610346,187,274453.10781611345,2,2264363243307.575,1282.84,0.0303
2013-07-11,1449.2333333333331,176,255065.0666666667,3,2263644254872.118,1275.29,0.0303
2013-07-12,1610.746875,206,331813.85625,4,2262919705808.652,1322.76,0.0307
2013-07-13,1509.3275675675675,249,375822.56432432437,5,2262189600988.8403,1322.76,0.0307
2013-07-14,1359.8354838709681,270,367155.58064516133,6,2261453945332.7485,1322.76,0.0307
2013-07-15,1488.7966666666666,193,287337.75666666665,0,2260712743808.841,1348.81,0.0306
2013-07-16,1608.9617142857144,187,300875.8405714286,1,2259966001433.9824,1354.54,0.0307
2013-07-17,1526.5827586206894,180,274784.8965517241,2,2259213723273.4395,1368.83,0.0308
2013-07-18,1526.1770833334374,204,311340.12500002125,3,2258455914440.8774,1393.05,0.031
2013-07-19,1357.7878787878788,221,300071.1212121212,4,2257692580098.3623,1377.35,0.0308
2013-07-20,1433.13,295,422773.35,5,2256923725456.361,1377.35,0.0308
2013-07-21,1423.1426470588235,229,325899.6661764706,6,2256149355773.74,1377.35,0.0308
2013-07-22,1613.625,208,335634.0,0,2255369476357.7656,1382.33,0.0309
2013-07-23,1466.7193548387095,222,325611.69677419355,1,2254584092564.1064,1380.01,0.0309
2013-07-24,1444.23,200,288846.0,2,2253793209796.83,1379.88,0.0309
2013-07-25,1464.590909090909,159,232869.9545454545,3,2252996833508.4043,1369.36,0.0308
2013-07-26,1474.1275862068965,189,278610.11379310343,4,2252194969199.6963,1353.38,0.0306
2013-07-27,1429.892857142857,254,363192.7857142857,5,2251387622419.9766,1353.38,0.0306
2013-07-28,1551.0638235294116,221,342785.10500000004,6,2250574798766.913,1353.38,0.0306
2013-07-29,1162.9705555555556,234,272135.11,0,2249756503886.575,1348.37,0.0305
2013-07-30,1156.0322,233,269355.50259999995,1,2248932743473.4316,1341.34,0.0305
2013-07-31,1224.1250862068964,183,224014.89077586212,2,2248103523270.3545,1326.41,0.0303
2013-08-01,1141.8371751412376,249,284317.4566101681,3,2247268849068.612,1313.38,0.0304
2013-08-02,1080.2418918918918,280,302467.7297297297,4,2246428726707.875,1331.71,0.0302
2013-08-03,1030.961060606023,348,358774.449090896,5,2245583162076.215,1331.71,0.0302
2013-08-04,1097.7663636363636,299,328232.1427272727,6,2244732161110.102,1331.71,0.0302
2013-08-05,1092.986574074074,235,256851.8449074074,0,2243875729794.408,1336.39,0.0304
2013-08-06,1251.701153846154,200,250340.23076923078,1,2243013874162.4053,1333.42,0.0304
2013-08-07,1211.2558620689654,199,241039.9165517241,2,2242146600295.765,1304.98,0.0303
2013-08-08,1155.139153846154,221,255285.75300000003,3,2241273914324.56,1301.28,0.0303
2013-08-09,1103.9242424242425,243,268253.5909090909,4,2240395822427.263,1303.28,0.0304
2013-08-10,1124.2872881355934,279,313676.1533898305,5,2239512330830.7466,1303.28,0.0304
2013-08-11,1082.3124528301887,246,266248.8633962264,6,2238623445810.284,1303.28,0.0304
2013-08-12,1162.7473170731707,205,238363.2,0,2237729173689.5493,1325.72,0.0304
2013-08-13,1021.4637068965517,247,252301.53560344825,1,2236829520840.6157,1326.53,0.0303
2013-08-14,1094.807327586207,230,251805.68534482762,2,2235924493683.9585,1338.85,0.0302
2013-08-15,1084.6404098360656,260,282006.50655737706,3,2235014098688.452,1356.34,0.0302
2013-08-16,1160.7727611940295,280,325016.37313432834,4,2234098342371.369,1327.49,0.0304
2013-08-17,1154.0210317460314,313,361208.58293650794,5,2233177231298.3867,1327.49,0.0304
2013-08-18,1179.8418721461646,288,339794.4591780954,6,2232250772083.581,1327.49,0.0304
2013-08-19,1140.2205147058826,262,298737.7748529412,0,2231318971389.4263,1323.42,0.0304
2013-08-20,1217.1718461538462,293,356631.35092307697,1,2230381835926.799,1322.25,0.0303
2013-08-21,1142.856055008155,313,357713.9452175525,2,2229439372454.976,1317.77,0.0304
2013-08-22,1115.312,353,393705.136,3,2228491587781.6333,1312.47,0.0302
2013-08-23,1127.1307777778336,331,373080.2874444628,4,2227538488762.8467,1329.05,0.0302
2013-08-24,1149.7453205128202,440,505887.94102564093,5,2226580082303.0967,1329.05,0.0302
2013-08-25,1146.1956190475712,353,404607.0535237927,6,2225616375355.2593,1329.05,0.0302
2013-08-26,1168.7973148148149,289,337782.42398148146,0,2224647374920.612,1330.99,0.0303
2013-08-27,1206.009912280702,266,320798.6366666667,1,2223673088048.8325,1324.48,0.0302
2013-08-28,1425.3616352201886,321,457541.0849056806,2,2222693521838.0005,1304.33,0.0301
2013-08-29,1465.9874479167188,332,486707.8327083506,3,2221708683434.5947,1299.65,0.0301
2013-08-30,1276.763179487231,375,478786.1923077116,4,2220718580033.494,1300.67,0.0301
2013-08-31,1246.602151898734,441,549751.5489873417,5,2219723218877.9785,1300.67,0.0301
2013-09-01,1220.2547679324427,399,486881.6524050447,6,2218722607259.7275,1300.67,0.0301
2013-09-02,1359.74505291,265,360332.43902115,0,2217716752518.821,1290.96,0.03
2013-09-03,1430.7572176595834,284,406335.0498153217,1,2216705662043.7393,1291.98,0.0299
2013-09-04,1450.4444444446292,239,346656.2222222664,2,2215689343271.3633,1293.11,0.0298
2013-09-05,1313.7951388889585,231,303486.67708334944,3,2214667803686.9736,1298.53,0.03
2013-09-06,1305.2454032258065,338,441172.9462903225,4,2213641050824.2524,1339.8,0.0299
2013-09-07,1226.3276884681927,425,521189.26759898185,5,2212609092265.281,1339.8,0.0299
2013-09-08,1263.6204629629165,390,492811.9805555375,6,2211571935640.541,1339.8,0.0299
2013-09-09,1362.7333050847456,215,292987.6605932203,0,2210529588628.915,1345.6,0.03
2013-09-10,1183.895,265,313732.175,1,2209482058957.685,1380.37,0.0301
2013-09-11,1184.7828638497185,318,376760.9507042104,2,2208429354402.536,1390.55,0.0303
2013-09-12,1165.8624509803924,198,230840.76529411765,3,2207371482787.5483,1394.03,0.0305
2013-09-13,1216.2093636363636,309,375808.6933636364,4,2206308451985.2065,1401.46,0.0306
2013-09-14,1204.2671614582812,434,522651.948072894,5,2205240269916.3955,1401.46,0.0306
2013-09-15,1258.8950000000466,340,428024.300000016,6,2204166944550.398,1401.46,0.0306
2013-09-16,1211.5241860465119,228,276227.51441860467,0,2203088483904.899,1396.57,0.0308
2013-09-17,2090.6744462956963,291,608386.2638720475,1,2202004896045.9834,1436.14,0.0309
2013-09-18,2266.483510427524,330,747939.558441083,2,2200916189088.1357,1439.79,0.031
2013-09-19,2071.141839248841,267,552994.8710794405,3,2199822371194.2417,1429.62,0.0315
2013-09-20,1971.3131303146515,333,656447.2723947789,4,2198723450575.588,1478.75,0.0316
2013-09-21,1711.29274078125,415,710186.4874242188,5,2197619435491.8591,1478.75,0.0316
2013-09-22,1642.713966596667,300,492814.189979,6,2196510334251.141,1478.75,0.0316
2013-09-23,1714.3134711166128,221,378863.2771167713,0,2195396155209.9219,1462.92,0.0314
2013-09-24,1677.4566504326788,306,513301.7350323997,1,2194276906773.088,1451.43,0.0314
2013-09-25,1758.5580786113208,284,499430.49432561506,2,2193152597393.9265,1446.41,0.0314
2013-09-26,1674.3397697109838,325,544160.4251560697,3,2192023235574.1245,1452.98,0.0311
2013-09-27,1572.7629393938184,309,485983.74827268976,4,2190888829863.7705,1451.64,0.0309
2013-09-28,1545.8860739840839,418,646180.3789253471,5,2189749388861.3518,1451.64,0.0309
2013-09-29,1501.1000133788407,377,565914.705043823,6,2188604921213.758,1451.64,0.0309
2013-09-30,1570.236797862041,257,403550.8570505445,0,2187455435616.277,1432.87,0.0309
2013-10-01,1607.1373809524491,236,379284.4219047779,1,2186300940812.5984,1422.49,0.0309
2013-10-02,1579.5428113552384,212,334863.07600731053,2,2185141445594.812,1438.04,0.031
2013-10-03,1508.6454338624444,243,366600.84042857407,3,2183976958803.4065,1421.94,0.031
2013-10-04,1422.9285176366352,334,475258.12489063607,4,2182807489327.272,1427.81,0.0311
2013-10-05,1356.8537872958,458,621439.0345814764,5,2181633046103.6992,1427.81,0.0311
2013-10-06,1285.3886291030599,413,530865.5038195638,6,2180453638118.3792,1427.81,0.0311
2013-10-07,1921.483870967742,207,397747.1612903226,0,2179269274405.4016,1443.15,0.0311
2013-10-08,1513.834375,202,305794.54374999995,1,2178079964047.2595,1444.32,0.031
2013-10-09,2130.969198287639,298,635028.8210897164,2,2176885716174.8428,1471.65,0.0309
2013-10-10,2032.0648250238464,276,560849.8917065816,3,2175686539967.444,1461.0,0.0309
2013-10-11,2033.1920018660378,330,670953.3606157926,4,2174482444652.756,1484.82,0.0311
2013-10-12,1794.202840434386,403,723063.7446950575,5,2173273439506.8696,1484.82,0.0311
2013-10-13,1793.889591836735,350,627861.3571428573,6,2172059533854.2795,1484.82,0.0311
2013-10-14,1610.7053191489358,238,383347.8659574468,0,2170840737067.8772,1477.0,0.031
2013-10-15,1619.1588235294116,233,377264.0058823529,1,2169617058568.9573,1473.97,0.031
2013-10-16,1722.267857142857,209,359953.98214285716,2,2168388507827.2131,1495.31,0.031
2013-10-17,1646.842105263158,221,363952.10526315786,3,2167155094360.7388,1500.25,0.0312
2013-10-18,1740.262857142857,263,457689.1314285714,4,2165916827736.0283,1491.85,0.0314
2013-10-19,1670.6462301588094,380,634845.5674603478,5,2164673717567.9768,1491.85,0.0314
2013-10-20,1685.9674342105263,332,559741.1881578948,6,2163425773519.8792,1491.85,0.0314
2013-10-21,1673.4922619046426,182,304575.591666645,0,2162173005303.43,1516.62,0.0314
2013-10-22,1717.9040540540539,169,290325.7851351351,1,2160915422678.7256,1514.39,0.0313
2013-10-23,1734.928571428571,160,277588.5714285714,2,2159653035454.262,1518.54,0.0316
2013-10-24,1564.8636363636365,169,264461.9545454545,3,2158385853486.9348,1494.96,0.0315
2013-10-25,1804.9,248,447615.2,4,2157113886682.041,1493.85,0.0315
2013-10-26,1621.6226813185715,347,562703.0704175443,5,2155837144993.277,1493.85,0.0315
2013-10-27,1604.6756756756754,305,489426.081081081,6,2154555638422.741,1493.85,0.0315
2013-10-28,1632.4888888888888,180,293848.0,0,2153269377020.9287,1492.2,0.0314
2013-10-29,2152.2347848670183,259,557428.8092805578,1,2151978370886.74,1493.11,0.0313
2013-10-30,2674.671662753559,281,751582.73723375,2,2150682630167.4712,1491.56,0.0311
2013-10-31,2530.901439645581,306,774455.840531548,3,2149382165058.8213,1493.14,0.0312
2013-11-01,2638.101626016341,299,788792.3861788859,4,2148076985804.889,1480.42,0.0311
